category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height
Object 0,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,1,CrowdWorks,4,6,6,5,8,290959.jpg,LVIS,"[[82, 96, 499, 172]]",Others,Japan,640.0,498.0
Object 1,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,CrowdWorks,4,6,6,5,8,290959.jpg,LVIS,"[[59, 91, 103, 100]]",Others,Japan,640.0,498.0
Object 0,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Male,2,Prolific,6,4,7,4,8,290959.jpg,LVIS,"[[82, 96, 499, 172]]",Others,UK,640.0,498.0
Object 1,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Male,2,Prolific,6,4,7,4,8,290959.jpg,LVIS,"[[59, 91, 103, 100]]",Others,UK,640.0,498.0
window_box_(for_plants),"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,102820.jpg,LVIS,"[[59, 54, 95, 69]]",Others,Japan,427.0,640.0
birthday_cake,"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,102820.jpg,LVIS,"[[40, 485, 216, 95]]",Food,Japan,427.0,640.0
window_box_(for_plants),"[0, 0, 0, 1, 0, 1]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",62,Female,0,Prolific,4,6,10,5,8,102820.jpg,LVIS,"[[59, 54, 95, 69]]",Others,UK,427.0,640.0
birthday_cake,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",62,Female,0,Prolific,4,6,10,5,8,102820.jpg,LVIS,"[[40, 485, 216, 95]]",Food,UK,427.0,640.0
identity,"[1, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",30,Female,0,CrowdWorks,2,3,7,10,9,07e97f11ebe3c2aa.jpg,OpenImages,"[[49, 261, 275, 268]]",Others,Japan,399.0,598.0
laptop_computer,"[1, 1, 0, 0, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,Prolific,3,5,7,4,7,119233.jpg,LVIS,"[[60, 7, 258, 211]]",Screen,UK,500.0,334.0
laptop_computer,"[1, 1, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,119233.jpg,LVIS,"[[60, 7, 258, 211]]",Screen,UK,500.0,334.0
teddy_bear,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,394900.jpg,LVIS,"[[292, 142, 60, 138], [276, 130, 97, 118], [201, 115, 95, 108], [0, 190, 24, 78], [377, 135, 43, 39], [71, 124, 52, 60], [131, 122, 84, 108], [27, 149, 77, 145], [424, 137, 35, 22], [397, 150, 90, 135], [1, 144, 47, 102], [167, 151, 91, 127], [76, 155, 28, 26]]",Others,Japan,500.0,321.0
Object 0,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,394900.jpg,LVIS,"[[81, 17, 398, 99]]",Others,Japan,500.0,321.0
license_plate,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",62,Male,1,CrowdWorks,5,6,6,6,5,1523.jpg,LVIS,"[[195, 307, 40, 12]]",Vehicle Plate,Japan,640.0,480.0
license_plate,"[1, 0, 0, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",40,Male,1,CrowdWorks,7,6,8,5,5,1523.jpg,LVIS,"[[195, 307, 40, 12]]",Vehicle Plate,Japan,640.0,480.0
license_plate,"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Female,4,Prolific,9,6,8,6,6,1523.jpg,LVIS,"[[195, 307, 40, 12]]",Vehicle Plate,UK,640.0,480.0
license_plate,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",22,Male,0,Prolific,5,8,7,5,10,1523.jpg,LVIS,"[[195, 307, 40, 12]]",Vehicle Plate,UK,640.0,480.0
Bus,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,02717d30304f4849.jpg,OpenImages,"[[108, 204, 840, 283]]",Others,Japan,1024.0,768.0
Person,"[1, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,02717d30304f4849.jpg,OpenImages,"[[371, 273, 57, 51], [507, 273, 49, 51], [624, 271, 54, 49], [686, 271, 32, 49], [755, 268, 60, 52], [980, 321, 41, 118]]",Others,Japan,1024.0,768.0
Clothing,"[1, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,02717d30304f4849.jpg,OpenImages,"[[0, 281, 1024, 158]]",Clothing,Japan,1024.0,768.0
Person,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",21,Female,2,Prolific,10,4,4,8,7,02717d30304f4849.jpg,OpenImages,"[[371, 273, 57, 51], [507, 273, 49, 51], [624, 271, 54, 49], [686, 271, 32, 49], [755, 268, 60, 52], [980, 321, 41, 118]]",Others,UK,1024.0,768.0
Object 0,"[1, 1, 0, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Female,3,CrowdWorks,4,7,6,6,4,12670.jpg,LVIS,"[[21, 24, 608, 392]]",Others,Japan,640.0,428.0
Object 0,"[0, 0, 1, 0, 0, 0]",1,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",39,Female,2,CrowdWorks,4,7,6,7,8,12670.jpg,LVIS,"[[21, 24, 608, 392]]",Others,Japan,640.0,428.0
Person,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,796bd28e09de2124.jpg,OpenImages,"[[313, 450, 258, 185]]",Others,Japan,727.0,1024.0
Person,"[1, 0, 0, 0, 0, 0]",1,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",30,Male,2,CrowdWorks,6,8,4,9,10,796bd28e09de2124.jpg,OpenImages,"[[313, 450, 258, 185]]",Others,Japan,727.0,1024.0
Picture frame,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",50,Male,0,CrowdWorks,6,5,7,7,8,376b2bae838c36fb.jpg,OpenImages,"[[63, 172, 548, 730]]",Photo,Japan,683.0,1024.0
bed,"[0, 0, 0, 1, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Female,3,CrowdWorks,8,6,4,8,8,274687.jpg,LVIS,"[[0, 125, 433, 261]]",Home interior,Japan,640.0,480.0
bicycle,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Female,3,CrowdWorks,8,6,4,8,8,274687.jpg,LVIS,"[[0, 100, 640, 373]]",Others,Japan,640.0,480.0
handle,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Female,3,CrowdWorks,8,6,4,8,8,274687.jpg,LVIS,"[[608, 45, 16, 15], [235, 10, 13, 11], [439, 114, 109, 88]]",Others,Japan,640.0,480.0
Picture frame,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",50,Female,1,CrowdWorks,4,5,7,9,6,53f9fa304263f470.jpg,OpenImages,"[[691, 12, 145, 171]]",Photo,Japan,1024.0,768.0
Picture frame,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,53f9fa304263f470.jpg,OpenImages,"[[691, 12, 145, 171]]",Photo,UK,1024.0,768.0
Object 0,"[0, 1, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,Female,1,CrowdWorks,9,10,5,8,9,265432.jpg,LVIS,"[[8, 4, 624, 415]]",Others,Japan,640.0,427.0
Object 0,"[0, 0, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,Prolific,3,7,7,8,9,265432.jpg,LVIS,"[[8, 4, 624, 415]]",Others,UK,640.0,427.0
Object 0,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Female,2,CrowdWorks,5,4,6,8,8,150417.jpg,LVIS,"[[172, 71, 95, 123]]",Others,Japan,640.0,480.0
Human face,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,03006368ed61dbea.jpg,OpenImages,"[[329, 291, 145, 184]]",Person,Japan,685.0,1024.0
Person,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,03006368ed61dbea.jpg,OpenImages,"[[96, 217, 502, 405]]",Others,Japan,685.0,1024.0
Human body,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,03006368ed61dbea.jpg,OpenImages,"[[86, 216, 514, 425]]",Person,Japan,685.0,1024.0
Human head,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,03006368ed61dbea.jpg,OpenImages,"[[285, 217, 246, 270]]",Person,Japan,685.0,1024.0
Human hand,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,03006368ed61dbea.jpg,OpenImages,"[[87, 406, 119, 75], [193, 369, 161, 166]]",Person,Japan,685.0,1024.0
Human arm,"[1, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,03006368ed61dbea.jpg,OpenImages,"[[99, 406, 52, 49], [196, 367, 157, 157]]",Person,Japan,685.0,1024.0
Man,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,03006368ed61dbea.jpg,OpenImages,"[[28, 217, 589, 656]]",Person,Japan,685.0,1024.0
Man,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,Prolific,4,7,8,5,5,03006368ed61dbea.jpg,OpenImages,"[[28, 217, 589, 656]]",Person,UK,685.0,1024.0
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[329, 291, 145, 184]]",Person,UK,685.0,1024.0
Person,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[96, 217, 502, 405]]",Others,UK,685.0,1024.0
Human body,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[86, 216, 514, 425]]",Person,UK,685.0,1024.0
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[285, 217, 246, 270]]",Person,UK,685.0,1024.0
Man,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[28, 217, 589, 656]]",Person,UK,685.0,1024.0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,CrowdWorks,2,6,6,8,9,291f50e909f7872e.jpg,OpenImages,"[[396, 108, 201, 274]]",Person,Japan,764.0,1024.0
Clothing,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,CrowdWorks,2,6,6,8,9,291f50e909f7872e.jpg,OpenImages,"[[22, 353, 741, 428]]",Clothing,Japan,764.0,1024.0
Human body,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,CrowdWorks,2,6,6,8,9,291f50e909f7872e.jpg,OpenImages,"[[15, 65, 748, 712]]",Person,Japan,764.0,1024.0
Human head,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,CrowdWorks,2,6,6,8,9,291f50e909f7872e.jpg,OpenImages,"[[358, 67, 246, 319]]",Person,Japan,764.0,1024.0
Mammal,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,CrowdWorks,2,6,6,8,9,291f50e909f7872e.jpg,OpenImages,"[[20, 67, 741, 718]]",Others,Japan,764.0,1024.0
Man,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,CrowdWorks,2,6,6,8,9,291f50e909f7872e.jpg,OpenImages,"[[17, 68, 746, 718]]",Person,Japan,764.0,1024.0
Object 0,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,CrowdWorks,2,6,6,8,9,291f50e909f7872e.jpg,OpenImages,"[[466, 156, 113, 193]]",Others,Japan,764.0,1024.0
Human face,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,291f50e909f7872e.jpg,OpenImages,"[[396, 108, 201, 274]]",Person,Japan,764.0,1024.0
Clothing,"[0, 0, 0, 1, 1, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,291f50e909f7872e.jpg,OpenImages,"[[22, 353, 741, 428]]",Clothing,Japan,764.0,1024.0
Human body,"[0, 0, 1, 1, 1, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,291f50e909f7872e.jpg,OpenImages,"[[15, 65, 748, 712]]",Person,Japan,764.0,1024.0
Human head,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,291f50e909f7872e.jpg,OpenImages,"[[358, 67, 246, 319]]",Person,Japan,764.0,1024.0
Mammal,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,291f50e909f7872e.jpg,OpenImages,"[[20, 67, 741, 718]]",Others,Japan,764.0,1024.0
Man,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,291f50e909f7872e.jpg,OpenImages,"[[17, 68, 746, 718]]",Person,Japan,764.0,1024.0
Object 0,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,291f50e909f7872e.jpg,OpenImages,"[[466, 156, 113, 193]]",Others,Japan,764.0,1024.0
Human face,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[396, 108, 201, 274]]",Person,UK,764.0,1024.0
Human head,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[358, 67, 246, 319]]",Person,UK,764.0,1024.0
Mammal,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[20, 67, 741, 718]]",Others,UK,764.0,1024.0
Man,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[17, 68, 746, 718]]",Person,UK,764.0,1024.0
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[466, 156, 113, 193]]",Others,UK,764.0,1024.0
Human face,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,1,Prolific,4,5,8,6,10,291f50e909f7872e.jpg,OpenImages,"[[396, 108, 201, 274]]",Person,UK,764.0,1024.0
laptop_computer,"[1, 1, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,0,CrowdWorks,8,5,9,7,3,141278.jpg,LVIS,"[[251, 103, 84, 67]]",Screen,Japan,500.0,375.0
monitor_(computer_equipment) computer_monitor,"[1, 1, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,0,CrowdWorks,8,5,9,7,3,141278.jpg,LVIS,"[[285, 104, 50, 51], [206, 50, 77, 86]]",Screen,Japan,500.0,375.0
laptop_computer,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,1,CrowdWorks,4,6,6,5,8,141278.jpg,LVIS,"[[251, 103, 84, 67]]",Screen,Japan,500.0,375.0
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,CrowdWorks,4,6,6,5,8,141278.jpg,LVIS,"[[285, 104, 50, 51], [206, 50, 77, 86]]",Screen,Japan,500.0,375.0
printer,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,1,CrowdWorks,4,6,6,5,8,141278.jpg,LVIS,"[[328, 92, 104, 93]]",Machine,Japan,500.0,375.0
laptop_computer,"[0, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Male,2,Prolific,6,4,7,4,8,141278.jpg,LVIS,"[[251, 103, 84, 67]]",Screen,UK,500.0,375.0
monitor_(computer_equipment) computer_monitor,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Male,2,Prolific,6,4,7,4,8,141278.jpg,LVIS,"[[285, 104, 50, 51], [206, 50, 77, 86]]",Screen,UK,500.0,375.0
printer,"[0, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Male,2,Prolific,6,4,7,4,8,141278.jpg,LVIS,"[[328, 92, 104, 93]]",Machine,UK,500.0,375.0
Human hair,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,4,7,7,9,4e24222b68123ef3.jpg,OpenImages,"[[398, 177, 81, 64]]",Person,Japan,768.0,1024.0
Building,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,4,7,7,9,4e24222b68123ef3.jpg,OpenImages,"[[0, 0, 766, 1022]]",Others,Japan,768.0,1024.0
Person,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,4,7,7,9,4e24222b68123ef3.jpg,OpenImages,"[[387, 174, 145, 316]]",Others,Japan,768.0,1024.0
Human body,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,4,7,7,9,4e24222b68123ef3.jpg,OpenImages,"[[382, 169, 151, 321]]",Person,Japan,768.0,1024.0
Human head,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,4,7,7,9,4e24222b68123ef3.jpg,OpenImages,"[[403, 174, 76, 76]]",Person,Japan,768.0,1024.0
Mammal,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,4,7,7,9,4e24222b68123ef3.jpg,OpenImages,"[[384, 174, 152, 318]]",Others,Japan,768.0,1024.0
Person,"[1, 0, 1, 1, 1, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",44,Male,1,CrowdWorks,2,6,9,5,6,4e24222b68123ef3.jpg,OpenImages,"[[387, 174, 145, 316]]",Others,Japan,768.0,1024.0
Human head,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",44,Male,1,CrowdWorks,2,6,9,5,6,4e24222b68123ef3.jpg,OpenImages,"[[403, 174, 76, 76]]",Person,Japan,768.0,1024.0
Mammal,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",44,Male,1,CrowdWorks,2,6,9,5,6,4e24222b68123ef3.jpg,OpenImages,"[[384, 174, 152, 318]]",Others,Japan,768.0,1024.0
Dog,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,Female,1,CrowdWorks,5,5,6,8,7,02ef01f6d6a665ac.jpg,OpenImages,"[[249, 1, 569, 761], [475, 456, 548, 312]]",Pet,Japan,1024.0,768.0
tank_top_(clothing),"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",29,Other,1,CrowdWorks,2,6,2,10,5,10727.jpg,LVIS,"[[333, 156, 176, 309]]",Others,Japan,623.0,640.0
tank_top_(clothing),"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,3,Prolific,8,10,7,9,10,10727.jpg,LVIS,"[[333, 156, 176, 309]]",Others,UK,623.0,640.0
Object 0,"[1, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,1,CrowdWorks,4,6,6,9,4,104999.jpg,LVIS,"[[54, 18, 152, 151]]",Others,Japan,640.0,424.0
Object 0,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,1,CrowdWorks,3,4,6,6,6,104999.jpg,LVIS,"[[54, 18, 152, 151]]",Others,Japan,640.0,424.0
dog,"[1, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,104999.jpg,LVIS,"[[297, 230, 336, 112]]",Pet,UK,640.0,424.0
choker,"[1, 0, 1, 0, 1, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,104999.jpg,LVIS,"[[482, 247, 36, 68]]",Others,UK,640.0,424.0
necklace,"[1, 0, 1, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,104999.jpg,LVIS,"[[135, 118, 63, 91]]",Accessory,UK,640.0,424.0
Object 0,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,104999.jpg,LVIS,"[[54, 18, 152, 151]]",Others,UK,640.0,424.0
